# Annotated with Bakta
# Software: v1.8.2
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
KCCJIL_04350	cds	1	702	+	GOIOJP_13135		plasmid maintenance protein	RefSeq:WP_258566275.1, SO:0001217, UniParc:UPI00215D8E37, UniRef:UniRef100_UPI00215D8E37, UniRef:UniRef50_UPI000559B652, UniRef:UniRef90_UPI000D03CC0A
KCCJIL_04600	cds	1	384	+	GOIOJP_13140		hypothetical protein	
KCCJIL_04670	cds	1	429	+	GOIOJP_13145		Cytosolic protein	RefSeq:WP_002658441.1, SO:0001217, UniParc:UPI0000057640, UniRef:UniRef100_A0A0H3C4R4, UniRef:UniRef50_Q9S050, UniRef:UniRef90_Q9S050
KCCJIL_04785	cds	1	1326	+	GOIOJP_13150	yqaJ	YqaJ viral recombinase domain-containing protein	RefSeq:WP_096890833.1, SO:0001217, UniParc:UPI000BC364A5, UniRef:UniRef100_UPI000BC364A5, UniRef:UniRef50_G0AMZ3, UniRef:UniRef90_G0AN80
KCCJIL_04790	cds	1	426	+	GOIOJP_13155	bppB	BppB	RefSeq:WP_002658618.1, SO:0001217, UniParc:UPI00016B3263, UniRef:UniRef100_UPI00016B3263, UniRef:UniRef50_A0A386PNT1, UniRef:UniRef90_Q9RZY5
KCCJIL_04795	cds	1	777	+	GOIOJP_13160		Tyr recombinase domain-containing protein	RefSeq:WP_096890834.1, SO:0001217, UniParc:UPI000BC2D727, UniRef:UniRef100_UPI000BC2D727, UniRef:UniRef50_C0R8V3, UniRef:UniRef90_O87304
KCCJIL_04975	cds	1	1275	+	GOIOJP_13165		Phage tail tape measure protein	RefSeq:WP_096890780.1, SO:0001217, UniParc:UPI000BC32E0D, UniRef:UniRef100_UPI000BC32E0D, UniRef:UniRef50_B9X9A3, UniRef:UniRef90_A0A1L6VVX9
KCCJIL_05045	cds	1	567	+	GOIOJP_13170		Phage protein	RefSeq:WP_012664912.1, SO:0001217, UniParc:UPI00017F3615, UniRef:UniRef100_UPI00017F3615, UniRef:UniRef50_B9X9H2, UniRef:UniRef90_A0A1L8Z8W1
KCCJIL_05050	cds	1	1104	+	GOIOJP_13175	erpM	ErpM	RefSeq:WP_012686608.1, SO:0001217, UniParc:UPI00017F42B1, UniRef:UniRef100_UPI00017F42B1, UniRef:UniRef50_O08264, UniRef:UniRef90_O31329
KCCJIL_05055	cds	13	693	+	GOIOJP_13180		Outer surface protein F	SO:0001217, UniRef:UniRef50_A0A7M4BKY7, UniRef:UniRef90_A0A7M4BKY7
KCCJIL_05060	cds	1	777	+	GOIOJP_13185		Tyr recombinase domain-containing protein	RefSeq:WP_002658529.1, SO:0001217, UniParc:UPI00000576E6, UniRef:UniRef100_O86122, UniRef:UniRef50_C0R8V3, UniRef:UniRef90_O86122
KCCJIL_05075	cds	1	495	+	GOIOJP_13190		DUF1640 domain-containing protein	RefSeq:WP_012686602.1, SO:0001217, UniParc:UPI00017F42AD, UniRef:UniRef100_UPI00017F42AD, UniRef:UniRef50_A0A1L8Z9D3, UniRef:UniRef90_A0A1L6VRE0
KCCJIL_05220	cds	1	357	+	GOIOJP_13195	revA	fibronectin-binding protein RevA	RefSeq:WP_012664974.1, SO:0001217, UniParc:UPI00017F3847, UniRef:UniRef100_UPI00017F3847, UniRef:UniRef50_A0A1G4Q4Q2, UniRef:UniRef90_UPI00017F3847
KCCJIL_05235	cds	1	948	+	GOIOJP_13200		Erf family protein	RefSeq:WP_012664972.1, SO:0001217, UniParc:UPI00017F3844, UniRef:UniRef100_UPI00017F3844, UniRef:UniRef50_A0A0H3C315, UniRef:UniRef90_A0A0H3C315
KCCJIL_05305	cds	1	420	+	GOIOJP_13205		Terminase-like family protein	SO:0001217, UniRef:UniRef50_A0A7I6GXL7
KCCJIL_05330	cds	1	321	+	GOIOJP_13210		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A7U3YBB2
KCCJIL_05370	cds	1	822	+	GOIOJP_13215		DUF787 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7W9W336, UniRef:UniRef90_UPI001E2A74D2
KCCJIL_05555	cds	1	798	+	GOIOJP_13220		ORF05	SO:0001217, UniRef:UniRef50_C0R8H2, UniRef:UniRef90_Q9L9N9
KCCJIL_05565	cds	1	678	+	GOIOJP_13225		DUF759 domain-containing protein	SO:0001217, UniRef:UniRef50_UPI000D40B69D
KCCJIL_05570	cds	1	501	+	GOIOJP_13230		DUF759 domain-containing protein	SO:0001217, UniRef:UniRef50_UPI0026F75F36
KCCJIL_05755	cds	1	396	+	GOIOJP_13235		Tyr recombinase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7I6GXS9
KCCJIL_05770	cds	1	567	+	GOIOJP_13240		DUF603 domain-containing protein	RefSeq:WP_096890853.1, SO:0001217, UniParc:UPI000BC32CE1, UniRef:UniRef100_UPI000BC32CE1, UniRef:UniRef90_Q9S073
KCCJIL_05785	cds	1	693	+	GOIOJP_13245		DUF1357 domain-containing protein	RefSeq:WP_096890847.1, SO:0001217, UniParc:UPI000BC2EC34, UniRef:UniRef100_UPI000BC2EC34, UniRef:UniRef50_Q9S056, UniRef:UniRef90_Q9S056
KCCJIL_05850	cds	1	366	+	GOIOJP_13250		Borrelia ORF-A	RefSeq:WP_002657161.1, SO:0001217, UniParc:UPI00016B2C7E, UniRef:UniRef100_Q9S030, UniRef:UniRef50_Q9S030, UniRef:UniRef90_Q9S030
KCCJIL_05855	cds	1	369	+	GOIOJP_13255		Borrelia ORF-A	RefSeq:WP_010883898.1, SO:0001217, UniParc:UPI000005771C, UniRef:UniRef100_Q9S029, UniRef:UniRef50_Q9S029, UniRef:UniRef90_Q9S029
KCCJIL_05860	cds	1	1110	+	GOIOJP_13260		BBC01	RefSeq:WP_199179114.1, SO:0001217, UniParc:UPI0018ECFA0E, UniRef:UniRef100_UPI0018ECFA0E, UniRef:UniRef50_A0A0H3C5E0, UniRef:UniRef90_Q9S027
KCCJIL_05865	cds	1	789	+	GOIOJP_13265	parA	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ	COG:COG1192, COG:DN, RefSeq:WP_106007426.1, SO:0001217, UniParc:UPI00001D5DE6, UniRef:UniRef100_Q6W6N5, UniRef:UniRef50_W5SJN3, UniRef:UniRef90_Q9S026
KCCJIL_05870	cds	1	285	+	GOIOJP_13270		BBC07	RefSeq:WP_106021807.1, SO:0001217, UniParc:UPI000D02D06B, UniRef:UniRef100_UPI000D02D06B, UniRef:UniRef50_O50971, UniRef:UniRef90_O50971
KCCJIL_05875	cds	1	531	+	GOIOJP_13275	eppA	exported protein A EppA	RefSeq:WP_032490514.1, SO:0001217, UniParc:UPI000000340C, UniRef:UniRef100_Q83T94, UniRef:UniRef50_A0A1L8Z8L5, UniRef:UniRef90_Q9F933
KCCJIL_05880	cds	1	912	+	GOIOJP_13280		BBC05	RefSeq:WP_012665029.1, SO:0001217, UniParc:UPI000195E1A0, UniRef:UniRef100_UPI000195E1A0, UniRef:UniRef50_A0A0H3C315, UniRef:UniRef90_O50970
KCCJIL_05920	cds	1	540	+	GOIOJP_13285	revA	fibronectin-binding protein RevA	RefSeq:WP_106021810.1, SO:0001217, UniParc:UPI000D03DF8F, UniRef:UniRef100_UPI000D03DF8F, UniRef:UniRef50_O50973, UniRef:UniRef90_O50973
KCCJIL_05935	cds	1	588	+	GOIOJP_13290		chromosome replication/partitioning protein	RefSeq:WP_002657148.1, SO:0001217, UniParc:UPI00016B2DCB, UniRef:UniRef100_G8JZS1, UniRef:UniRef50_G8JZS1, UniRef:UniRef90_G8JZS1
KCCJIL_05940	cds	1	465	+	GOIOJP_13295		BBC01	SO:0001217, UniParc:UPI00001D5DE7, UniRef:UniRef100_Q6W6N3, UniRef:UniRef50_Q9S024, UniRef:UniRef90_Q9S024
KCCJIL_05955	cds	1	993	+	GOIOJP_13300	tsaC	L-threonylcarbamoyladenylate synthase	COG:COG0009, COG:J, EC:2.7.7.87, GO:0006400, GO:0061710, RefSeq:WP_002657157.1, SO:0001217, UniParc:UPI0000057725, UniRef:UniRef100_H7C636, UniRef:UniRef50_H7C636, UniRef:UniRef90_H7C636
KCCJIL_05960	cds	1	432	+	GOIOJP_13305		P52 family lipoprotein	RefSeq:WP_002657151.1, SO:0001217, UniParc:UPI00016B2DCE, UniRef:UniRef100_UPI00016B2DCE, UniRef:UniRef50_G0ANY0, UniRef:UniRef90_Q9S016
KCCJIL_06225	cds	1	630	+	GOIOJP_13310		trichohyalin-plectin-homology domain domain-containing protein	RefSeq:WP_258566282.1, SO:0001217, UniParc:UPI00215DA1AC, UniRef:UniRef100_UPI00215DA1AC, UniRef:UniRef50_UPI00215DA1AC, UniRef:UniRef90_UPI00215DA1AC
PAJOAE_04295	cds	1	630	+	GOIOJP_13315		Putative lipoprotein	RefSeq:WP_015056309.1, SO:0001217, UniParc:UPI0001F239F6, UniRef:UniRef100_A0A9N7G3S7, UniRef:UniRef50_Q0SL47, UniRef:UniRef90_A0A7U3YBD5
PAJOAE_04300	cds	1	1098	+	GOIOJP_13320		alpha3-beta1 integrin-binding protein	BlastRules:WP_010890588, KEGG:K09963, RefSeq:WP_010890588.1, SO:0001217, UniParc:UPI0000056956, UniRef:UniRef100_O50983, UniRef:UniRef50_Q0SL48, UniRef:UniRef90_Q0SL48
PAJOAE_04310	cds	1	348	+	GOIOJP_13325	celC	Phosphotransferase system cellobiose-specific component IIA	COG:COG1447, COG:G, RefSeq:WP_012622042.1, SO:0001217, UniParc:UPI00016B321F, UniRef:UniRef100_A0A9N7ATU2, UniRef:UniRef50_H7C637, UniRef:UniRef90_A0A7I6GV34
PAJOAE_04315	cds	1	1323	+	GOIOJP_13330	celB	PTS cellobiose transporter subunit IIC	COG:COG1455, COG:G, EC:2.7.1.205, GO:0008982, GO:0009401, GO:0019191, KEGG:K02761, RefSeq:WP_012622034.1, SO:0001217, UniParc:UPI00016B3220, UniRef:UniRef100_A0A9N7BDY8, UniRef:UniRef50_A0A7U3YB90, UniRef:UniRef90_A0A7U3YB90
PAJOAE_04320	cds	1	1350	+	GOIOJP_13335	resT	telomere resolvase ResT	BlastRules:WP_010256138, EC:3.1.22.-, GO:0003677, GO:0004519, GO:0005737, GO:0006310, GO:0009295, RefSeq:WP_012622046.1, SO:0001217, UniParc:UPI00016B3368, UniRef:UniRef100_A0A7U4DIW1, UniRef:UniRef50_O50979, UniRef:UniRef90_O50979
PAJOAE_04325	cds	1	444	+	GOIOJP_13340		Cytosolic protein	RefSeq:WP_010256219.1, SO:0001217, UniParc:UPI00017F35A3, UniRef:UniRef100_A0A9N7AML0, UniRef:UniRef50_A0A142JD50, UniRef:UniRef90_O50978
PAJOAE_04330	cds	1	279	+	GOIOJP_13345	acyP	acylphosphatase	COG:C, COG:COG1254, EC:3.6.1.7, GO:0003998, RefSeq:WP_012622030.1, SO:0001217, UniParc:UPI00016B336A, UniRef:UniRef100_A0A7U3YBA6, UniRef:UniRef50_O50977, UniRef:UniRef90_O50977
PAJOAE_04340	cds	1	1245	+	GOIOJP_13350		Putative ankyrin repeat protein BB_B28	RefSeq:WP_015056310.1, SO:0001217, UniParc:UPI0001F23A72, UniRef:UniRef100_A0A9N7G4I5, UniRef:UniRef50_O50999, UniRef:UniRef90_O50999
PAJOAE_04425	cds	1	390	+	GOIOJP_13355	bppA	BppA	RefSeq:WP_010259119.1, SO:0001217, UniParc:UPI00017F33E2, UniRef:UniRef100_A0A9N7ATH0, UniRef:UniRef50_A0A142JDP0, UniRef:UniRef90_Q9S098
PAJOAE_04560	cds	1	348	+	GOIOJP_13360		ORF12/BlyB	RefSeq:WP_012621476.1, SO:0001217, UniParc:UPI00000BD028, UniRef:UniRef100_Q57244, UniRef:UniRef50_C0R8H9, UniRef:UniRef90_Q9L9N4
PAJOAE_04600	cds	1	642	+	GOIOJP_13365		Outer membrane protein	RefSeq:WP_015056276.1, SO:0001217, UniParc:UPI0001F239AD, UniRef:UniRef100_A0A9N7API1, UniRef:UniRef50_B9X9D1, UniRef:UniRef90_A0A7U3YAY6
PAJOAE_04620	cds	1	429	+	GOIOJP_13370		Cytosolic protein	RefSeq:WP_015056273.1, SO:0001217, UniParc:UPI0001F239AA, UniRef:UniRef100_A0A9N7AMM4, UniRef:UniRef50_Q9S050, UniRef:UniRef90_Q9S050
PAJOAE_04630	cds	1	480	+	GOIOJP_13375		hypothetical protein	SO:0001217, UniRef:UniRef50_G0ANT6
PAJOAE_04750	cds	1	1101	+	GOIOJP_13380		BBC01	RefSeq:WP_015056281.1, SO:0001217, UniParc:UPI0001F23A68, UniRef:UniRef100_A0A9N7G4D1, UniRef:UniRef50_A0A0H3C5E0, UniRef:UniRef90_A0A0H3C5E0
PAJOAE_04785	cds	1	777	+	GOIOJP_13385		Tyr recombinase domain-containing protein	RefSeq:WP_010257474.1, SO:0001217, UniParc:UPI00016B2AEC, UniRef:UniRef100_A0A9N7B4Y2, UniRef:UniRef50_C0R8V3, UniRef:UniRef90_O87304
PAJOAE_04790	cds	13	519	+	GOIOJP_13390	erpC	ErpC	SO:0001217, UniRef:UniRef50_A0A7W9SK28, UniRef:UniRef90_Q44790
PAJOAE_04795	cds	1	1113	+	GOIOJP_13395		Erp51 protein	RefSeq:WP_010257464.1, SO:0001217, UniParc:UPI00000BF855, UniRef:UniRef100_Q8GL45, UniRef:UniRef50_O08264, UniRef:UniRef90_O08264
PAJOAE_04800	cds	1	540	+	GOIOJP_13400		DUF643 domain-containing protein	RefSeq:WP_010257458.1, SO:0001217, UniParc:UPI00016C4642, UniRef:UniRef100_O87299, UniRef:UniRef50_Q9RZY2, UniRef:UniRef90_Q9S0J1
PAJOAE_04840	cds	1	1113	+	GOIOJP_13405		Lipoprotein	RefSeq:WP_012621431.1, SO:0001217, UniParc:UPI00016B27D1, UniRef:UniRef100_A0A9N7AS35, UniRef:UniRef50_Q0SLB3, UniRef:UniRef90_A0A7X0DQ75
PAJOAE_05250	cds	1	336	+	GOIOJP_13410		Borrelia BBR25 lipoprotein	RefSeq:WP_002658486.1, SO:0001217, UniParc:UPI0000057690, UniRef:UniRef100_Q44825, UniRef:UniRef50_C0R8I0, UniRef:UniRef90_A0A1L8Z9L9
PAJOAE_05275	cds	1	693	+	GOIOJP_13415		PF-49 protein	RefSeq:WP_012621313.1, SO:0001217, UniParc:UPI00016B3CEC, UniRef:UniRef100_A0A9N7G5A2, UniRef:UniRef50_Q9S056, UniRef:UniRef90_Q9S056
PAJOAE_05280	cds	1	657	+	GOIOJP_13420		DUF1073 domain-containing protein	SO:0001217, UniRef:UniRef50_UPI000D4F301C, UniRef:UniRef90_UPI000D4F301C
PAJOAE_05385	cds	1	348	+	GOIOJP_13425		ORF12/BlyB	RefSeq:WP_012621166.1, SO:0001217, UniParc:UPI00000BE2DC, UniRef:UniRef100_Q57055, UniRef:UniRef50_C0R8H9, UniRef:UniRef90_Q9L9N4
PAJOAE_05400	cds	1	318	+	GOIOJP_13430	bppA	BppA	SO:0001217, UniParc:UPI0001F23A99, UniRef:UniRef100_A0A9N7B4H8, UniRef:UniRef50_A0A142JDP0, UniRef:UniRef90_Q9S098
PAJOAE_05405	cds	1	384	+	GOIOJP_13435		DUF1506 domain-containing protein	RefSeq:WP_010256287.1, SO:0001217, UniParc:UPI00017F2B89, UniRef:UniRef100_Q9R384, UniRef:UniRef50_Q9R2M2, UniRef:UniRef90_Q9R384
PAJOAE_05410	cds	1	456	+	GOIOJP_13440		DUF3890 domain-containing protein	RefSeq:WP_012664892.1, SO:0001217, UniParc:UPI00017F4599, UniRef:UniRef100_A0A9N7G495, UniRef:UniRef50_Q9S053, UniRef:UniRef90_Q9S053
PAJOAE_05580	cds	1	1278	+	GOIOJP_13445		Uncharacterized protein family DUF, BBC12	SO:0001217, UniRef:UniRef50_G0AMZ3, UniRef:UniRef90_A0A7U4DIV9
PAJOAE_06495	cds	1	294	+	GOIOJP_13450		Uncharacterized lipoprotein BBF20	GO:0005886, RefSeq:WP_012622644.1, SO:0001217, UniParc:UPI00016B3A37, UniRef:UniRef100_A0A9N7ARB6, UniRef:UniRef50_O51025, UniRef:UniRef90_O51025
PCFIDF_04525	cds	1	237	+	GOIOJP_13455		DUF1322 domain-containing protein	RefSeq:WP_012621451.1, SO:0001217, UniParc:UPI00016B2F2D, UniRef:UniRef100_UPI00016B2F2D, UniRef:UniRef50_A0A386PRG9, UniRef:UniRef90_Q0SLB7
PCFIDF_04530	cds	1	456	+	GOIOJP_13460		DUF1473 domain-containing protein	RefSeq:WP_012621464.1, SO:0001217, UniParc:UPI00016B2F2C, UniRef:UniRef100_UPI00016B2F2C, UniRef:UniRef50_W6TF96, UniRef:UniRef90_Q9R373
PCFIDF_04735	cds	1	1326	+	GOIOJP_13465	yqaJ	YqaJ viral recombinase domain-containing protein	SO:0001217, UniRef:UniRef50_G0AMZ3, UniRef:UniRef90_G0AN80
PCFIDF_04780	cds	31	318	+	GOIOJP_13470		Bbs27 protein	RefSeq:WP_012662353.1, SO:0001217, UniParc:UPI0001949151, UniRef:UniRef100_Q9S0I0, UniRef:UniRef50_Q9S0I0, UniRef:UniRef90_Q9S0I0
PCFIDF_05165	cds	1	624	+	GOIOJP_13475		BbK2-10	RefSeq:WP_014540931.1, SO:0001217, UniParc:UPI00000B0B1F, UniRef:UniRef100_Q44732, UniRef:UniRef50_A0A0H3C3A8, UniRef:UniRef90_Q44733
PCFIDF_05570	cds	1	294	+	GOIOJP_13480		Uncharacterized membrane protein BB_D15	GO:0005886, RefSeq:WP_012622443.1, SO:0001217, UniParc:UPI00016B3CF5, UniRef:UniRef100_A0A9N7ARP9, UniRef:UniRef50_P70841, UniRef:UniRef90_P70841
PCFIDF_05575	cds	1	663	+	GOIOJP_13485		Uncharacterized protein BBD18	RefSeq:WP_010257672.1, SO:0001217, UniParc:UPI000005697C, UniRef:UniRef100_P70842, UniRef:UniRef50_P70842, UniRef:UniRef90_P70842
PCFIDF_06125	cds	1	552	+	GOIOJP_13490		P52 family lipoprotein	RefSeq:WP_010258336.1, SO:0001217, UniParc:UPI00000B1168, UniRef:UniRef100_Q45054, UniRef:UniRef50_Q0SKX6, UniRef:UniRef90_Q45054
PCFIDF_06130	cds	1	849	+	GOIOJP_13495		S2/P23 family protein	RefSeq:WP_010258334.1, SO:0001217, UniParc:UPI00016B3A3B, UniRef:UniRef100_A0A7U4DIX6, UniRef:UniRef50_A0A1L6VV37, UniRef:UniRef90_O50852
PCFIDF_06150	cds	1	294	+	GOIOJP_13500		Uncharacterized lipoprotein BBF20	GO:0005886, RefSeq:WP_012622644.1, SO:0001217, UniParc:UPI00016B3A37, UniRef:UniRef100_A0A9N7ARB6, UniRef:UniRef50_O51025, UniRef:UniRef90_O51025
PCFIDF_06165	cds	1	1083	+	GOIOJP_13505		fibronectin-binding protein	BlastRules:WP_010258321, RefSeq:WP_012622643.1, SO:0001217, UniParc:UPI00016B3A35, UniRef:UniRef100_UPI00016B3A35, UniRef:UniRef50_Q8RJ09, UniRef:UniRef90_Q8RJ09
OLCIOJ_00005	cds	1	1158	+	GOIOJP_13510		tetratricopeptide repeat protein	SO:0001217, UniRef:UniRef50_UPI001AEE18AC
OLCIOJ_01725	cds	10	810	+	GOIOJP_13515		hypothetical protein	
OLCIOJ_01750	cds	1	1722	+	GOIOJP_13520	ptsI	Phosphoenolpyruvate-protein phosphotransferase	COG:COG1080, COG:G, EC:2.7.3.9, GO:0005737, GO:0008965, GO:0009401, GO:0016301, GO:0016310, GO:0046872, RefSeq:WP_002656738.1, SO:0001217, UniParc:UPI0000057515, UniRef:UniRef100_O51508, UniRef:UniRef50_O51508, UniRef:UniRef90_O51508
OLCIOJ_03795	cds	1	822	+	GOIOJP_13525		hypothetical protein	
OLCIOJ_03985	cds	1	513	+	GOIOJP_13530		hypothetical protein	SO:0001217, UniRef:UniRef50_W5SYR3
OLCIOJ_04555	cds	1	621	+	GOIOJP_13535		KID repeat family protein	RefSeq:WP_044273005.1, SO:0001217, UniParc:UPI0002EA009C, UniRef:UniRef100_UPI0002EA009C, UniRef:UniRef50_A0A1L6VRP4, UniRef:UniRef90_A0A1L6VRP4
OLCIOJ_04685	cds	1	882	+	GOIOJP_13540		DUF1073 domain-containing protein	SO:0001217, UniRef:UniRef50_G0ANT9, UniRef:UniRef90_UPI001C005D7A
OLCIOJ_05305	cds	1	489	+	GOIOJP_13545		DUF787 domain-containing protein	SO:0001217, UniRef:UniRef50_B9X9F1, UniRef:UniRef90_A0A1L8Z8X5
OLCIOJ_05310	cds	1	429	+	GOIOJP_13550		Cytosolic protein	RefSeq:WP_014540019.1, SO:0001217, UniParc:UPI0001F23C0B, UniRef:UniRef100_UPI0001F23C0B, UniRef:UniRef50_Q9S050, UniRef:UniRef90_Q9S050
OLCIOJ_05735	cds	1	1224	+	GOIOJP_13555		DUF1073 domain-containing protein	COG:COG3567, COG:S, SO:0001217, UniRef:UniRef50_Q9S0G7, UniRef:UniRef90_Q9S0G7
OLCIOJ_05745	cds	1	558	+	GOIOJP_13560		Lyme disease proteins of unknown function	RefSeq:WP_010883767.1, SO:0001217, UniParc:UPI000005765F, UniRef:UniRef100_A0A0H3C3N5, UniRef:UniRef50_W5SXI4, UniRef:UniRef90_Q9R2Q0
OLCIOJ_06380	cds	1	1017	+	GOIOJP_13565		2-9-5 36K minus strand ORF	RefSeq:WP_012663421.1, SO:0001217, UniParc:UPI00017F4513, UniRef:UniRef100_UPI00017F4513, UniRef:UniRef50_A0A0H3C315, UniRef:UniRef90_Q9S0J7
OLCIOJ_06390	cds	1	468	+	GOIOJP_13570		ORF15/rep	SO:0001217, UniRef:UniRef50_Q9RHA7, UniRef:UniRef90_Q9RHA7
OLCIOJ_06445	cds	1	642	+	GOIOJP_13575		Outer membrane protein	RefSeq:WP_012621268.1, SO:0001217, UniParc:UPI00016B3CD7, UniRef:UniRef100_UPI00016B3CD7, UniRef:UniRef50_B9X9D1, UniRef:UniRef90_A0A7U3YAY6
OLCIOJ_06450	cds	1	1335	+	GOIOJP_13580		DUF759 domain-containing protein	RefSeq:WP_012621258.1, SO:0001217, UniParc:UPI00016B3CD8, UniRef:UniRef100_UPI00016B3CD8, UniRef:UniRef50_B9X9A3, UniRef:UniRef90_Q9S093
OLCIOJ_06455	cds	1	237	+	GOIOJP_13585		DUF1322 domain-containing protein	RefSeq:WP_012621267.1, SO:0001217, UniParc:UPI00016B2F3D, UniRef:UniRef100_UPI00016B2F3D, UniRef:UniRef50_A0A386PRG9, UniRef:UniRef90_Q0SLB7
OLCIOJ_06485	cds	1	1326	+	GOIOJP_13590	yqaJ	YqaJ viral recombinase domain-containing protein	SO:0001217, UniRef:UniRef50_G0AMZ3, UniRef:UniRef90_G0AN80
OLCIOJ_06485	gap	478	478	.				
OLCIOJ_06485	gap	480	480	.				
OLCIOJ_06485	gap	482	483	.				
OLCIOJ_06575	cds	1	648	+	GOIOJP_13595		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A1L8Z9G4
OLCIOJ_06585	cds	1	609	+	GOIOJP_13600		Outer membrane protein	RefSeq:WP_014540914.1, SO:0001217, UniParc:UPI0001F23CD9, UniRef:UniRef100_UPI0001F23CD9, UniRef:UniRef50_B9X9D1, UniRef:UniRef90_A0A7U3YAY6
OLCIOJ_06845	cds	1	1353	+	GOIOJP_13605	xtmB	PBSX family phage terminase large subunit	COG:COG1783, COG:X, SO:0001217, UniRef:UniRef50_B5RNS3, UniRef:UniRef90_A0A7I6GXS7
OLCIOJ_06850	cds	1	1224	+	GOIOJP_13610		DUF1073 domain-containing protein	COG:COG3567, COG:S, RefSeq:WP_012621337.1, SO:0001217, UniParc:UPI00016B3CDF, UniRef:UniRef100_A0A9N7APQ1, UniRef:UniRef50_Q9S0G7, UniRef:UniRef90_Q9S0G7
OLCIOJ_06920	cds	1	777	+	GOIOJP_13615	bppC	BppC	SO:0001217, UniRef:UniRef50_C0R8V3, UniRef:UniRef90_Q9S0A8
OLCIOJ_06920	gap	578	578	.				
OLCIOJ_07050	cds	1	909	+	GOIOJP_13620		BBC05	SO:0001217, UniRef:UniRef50_A0A0H3C315, UniRef:UniRef90_O50970
OLCIOJ_07075	cds	1	1209	+	GOIOJP_13625		DUF1073 domain-containing protein	COG:COG3567, COG:S, SO:0001217, UniRef:UniRef50_Q9S0G7, UniRef:UniRef90_Q9S0G7
OLCIOJ_07075	gap	1089	1089	.				
OLCIOJ_07125	cds	1	960	+	GOIOJP_13630		Cytosolic protein	RefSeq:WP_012621165.1, SO:0001217, UniParc:UPI00016B2AF6, UniRef:UniRef100_A0A9N7ARC6, UniRef:UniRef50_Q9R2S3, UniRef:UniRef90_Q9R2S3
OLCIOJ_07145	cds	1	558	+	GOIOJP_13635		Borrelia family protein	RefSeq:WP_010890602.1, SO:0001217, UniParc:UPI0000056947, UniRef:UniRef100_O50967, UniRef:UniRef90_O50967
OLCIOJ_07150	cds	1	741	+	GOIOJP_13640		Variable large protein	SO:0001217, UniRef:UniRef50_O68359
OLCIOJ_07160	cds	1	312	+	GOIOJP_13645		DUF792 domain-containing protein	SO:0001217, UniRef:UniRef50_UPI001AEFB217
OLCIOJ_07165	cds	1	456	+	GOIOJP_13650		DUF1473 domain-containing protein	RefSeq:WP_012621344.1, SO:0001217, UniParc:UPI00016B3CD9, UniRef:UniRef100_UPI00016B3CD9, UniRef:UniRef50_W6TF96, UniRef:UniRef90_Q9R373
OLCIOJ_07185	cds	1	381	+	GOIOJP_13655		hypothetical protein	
CILHBO_04295	cds	1	696	+	GOIOJP_13660		hypothetical protein	PFAM:PF16684.9
CILHBO_04700	cds	1	1290	+	GOIOJP_13665		DUF759 domain-containing protein	RefSeq:WP_012621458.1, SO:0001217, UniParc:UPI00016B3091, UniRef:UniRef100_UPI00016B3091, UniRef:UniRef50_B9X9A3, UniRef:UniRef90_A0A7U3YAX8
CILHBO_05130	cds	1	354	+	GOIOJP_13670		Outer membrane protein	RefSeq:WP_012621420.1, SO:0001217, UniParc:UPI00016B27C5, UniRef:UniRef100_UPI00016B27C5, UniRef:UniRef50_C0R8I1, UniRef:UniRef90_A0A1L6VUQ8
CILHBO_05135	cds	1	483	+	GOIOJP_13675	revA	fibronectin-binding protein RevA	RefSeq:WP_012621418.1, SO:0001217, UniParc:UPI00016B2954, UniRef:UniRef100_UPI00016B2954, UniRef:UniRef50_O06698, UniRef:UniRef90_A0A0H3C2D3
CILHBO_05165	cds	1	606	+	GOIOJP_13680		ORF09/2-9 ORF7	RefSeq:WP_015056269.1, SO:0001217, UniParc:UPI0001F239AF, UniRef:UniRef100_A0A9N7AT91, UniRef:UniRef50_W6TKD3, UniRef:UniRef90_Q9L9N6
CILHBO_05310	cds	1	384	+	GOIOJP_13685		DUF1506 domain-containing protein	RefSeq:WP_002658726.1, SO:0001217, UniParc:UPI0000442FB7, UniRef:UniRef100_Q9R2M2, UniRef:UniRef50_Q9R2M2, UniRef:UniRef90_Q9R2M2
CILHBO_05710	cds	1	567	+	GOIOJP_13690		Phage protein	RefSeq:WP_015056293.1, SO:0001217, UniParc:UPI00004405D5, UniRef:UniRef100_A0A9N7AM67, UniRef:UniRef50_B9X9H2, UniRef:UniRef90_A0A1L8Z8W1
CILHBO_05715	cds	1	1353	+	GOIOJP_13695	xtmB	PBSX family phage terminase large subunit	COG:COG1783, COG:X, RefSeq:WP_010257447.1, SO:0001217, UniParc:UPI00017F33C9, UniRef:UniRef100_A0A9N7APA4, UniRef:UniRef50_B5RNS3, UniRef:UniRef90_A0A7I6GXS7
