#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
GHAKOB_06000	1	567	+	GOIOJP_38065	21.8	8.8		RefSeq:WP_010883820.1, SO:0001217, UniParc:UPI00000576C6, UniRef:UniRef100_Q9S0A4, UniRef:UniRef90_Q9S073
GHAKOB_06355	1	237	+	GOIOJP_38080	9.0	5.1		
GHAKOB_06360	1	408	+	GOIOJP_38085	15.5	4.9	PF20274.2|cREC_REC	PFAM:PF20274.2
GHAKOB_06490	1	210	+	GOIOJP_38090	7.9	4.1		
GHAKOB_06495	1	1092	+	GOIOJP_38095	41.7	5.6		
GHAKOB_06540	1	504	+	GOIOJP_38100	19.6	8.6	PF13730.10|HTH_36	PFAM:PF13730.10
GHAKOB_06590	1	261	+	GOIOJP_38105	9.9	4.3		
GHAKOB_06610	1	372	+	GOIOJP_38110	13.9	9.3		
GHAKOB_06645	1	243	+	GOIOJP_38115	9.0	4.1		
GHAKOB_06650	1	423	+	GOIOJP_38120	15.6	4.5		
GHAKOB_06700	13	585	+	GOIOJP_38125	22.1	9.3		
GHAKOB_06815	1	372	+	GOIOJP_38145	14.1	5.5		
GHAKOB_06825	1	369	+	GOIOJP_38150	13.7	5.3		
GHAKOB_06870	1	333	+	GOIOJP_38155	12.6	9.6		
GHAKOB_06955	1	252	+	GOIOJP_38160	10.0	4.5		
IMJFCC_05370	1	381	+	GOIOJP_38200	14.5	6.7		SO:0001217, UniRef:UniRef50_C0R9C5
IMJFCC_05385	1	567	+	GOIOJP_38205	21.8	9.1		RefSeq:WP_010883937.1, SO:0001217, UniParc:UPI0000057752, UniRef:UniRef100_Q9RZY1, UniRef:UniRef90_Q9S073
IMJFCC_06605	55	297	+	GOIOJP_38225	9.2	9.2		SO:0001217, UniRef:UniRef50_A0A806CJU1
CKDGNL_05185	1	357	+	GOIOJP_38230	14.3	9.4		RefSeq:WP_010883928.1, SO:0001217, UniParc:UPI000005696E, UniRef:UniRef100_Q44728, UniRef:UniRef50_Q44728, UniRef:UniRef90_Q44728
CKDGNL_05240	1	2220	+	GOIOJP_38235	87.0	8.7		
CKDGNL_05985	1	831	+	GOIOJP_38285	31.4	5.8		RefSeq:WP_029362323.1, SO:0001217, UniParc:UPI0003F5EE8D, UniRef:UniRef100_UPI0003F5EE8D, UniRef:UniRef50_O50740, UniRef:UniRef90_A0A1L4DGI0
CKDGNL_06230	1	783	+	GOIOJP_38320	29.7	5.3		SO:0001217, UniRef:UniRef50_A0A0H3C5I5, UniRef:UniRef90_UPI001C038F8D
CKDGNL_06235	1	765	+	GOIOJP_38325	29.0	8.9		SO:0001217, UniRef:UniRef50_A0A1L8ZA75, UniRef:UniRef90_UPI001C00C398
JODKDA_06205	1	600	+	GOIOJP_38365	23.6	9.5		
JODKDA_06245	1	318	+	GOIOJP_38370	11.3	10.3		
JODKDA_06270	1	456	+	GOIOJP_38375	17.8	10.2		
JODKDA_06320	1	207	+	GOIOJP_38380	7.4	9.7		
JODKDA_06345	1	270	+	GOIOJP_38385	9.5	10.0		
JODKDA_06425	1	177	+	GOIOJP_38390	7.3	10.9		
FLEMGF_05045	1	273	+	GOIOJP_38455	11.1	9.6		SO:0001217, UniRef:UniRef50_A0A1L6VV06
FLEMGF_05540	1	378	+	GOIOJP_38470	14.3	6.5		RefSeq:WP_106016922.1, SO:0001217, UniParc:UPI000D029C5E, UniRef:UniRef100_UPI000D029C5E, UniRef:UniRef50_UPI000D029C5E, UniRef:UniRef90_UPI000D029C5E
FLEMGF_05545	1	321	+	GOIOJP_38475	11.6	8.6		RefSeq:WP_106016921.1, SO:0001217, UniParc:UPI000D02A54A, UniRef:UniRef100_UPI000D02A54A, UniRef:UniRef50_UPI000D02A54A, UniRef:UniRef90_UPI000D02A54A
FLEMGF_05555	1	321	+	GOIOJP_38485	12.2	9.0		RefSeq:WP_146125012.1, SO:0001217, UniParc:UPI0011B20E46, UniRef:UniRef100_UPI0011B20E46, UniRef:UniRef50_UPI0011B20E46, UniRef:UniRef90_UPI0011B20E46
FLEMGF_05575	1	267	+	GOIOJP_38490	9.8	7.9		SO:0001217, UniRef:UniRef50_UPI001E3B8E2E, UniRef:UniRef90_UPI001E3B8E2E
FLEMGF_05580	1	696	+	GOIOJP_38495	27.1	9.5		RefSeq:WP_231028317.1, SO:0001217, UniParc:UPI001E65816C, UniRef:UniRef100_UPI001E65816C, UniRef:UniRef50_UPI001E65816C, UniRef:UniRef90_UPI001E65816C
FLEMGF_06800	1	324	+	GOIOJP_38510	12.1	9.2		SO:0001217, UniRef:UniRef50_D6RX67
FLEMGF_06805	1	324	+	GOIOJP_38515	12.1	9.2		SO:0001217, UniRef:UniRef50_D6RX67
FLEMGF_06895	1	216	+	GOIOJP_38520	7.2	9.3		
FLEMGF_06930	1	261	+	GOIOJP_38525	10.2	9.5		
FLEMGF_06970	1	249	+	GOIOJP_38535	9.6	5.8		
EGFPMN_06045	1	528	+	GOIOJP_38580	20.7	9.1		RefSeq:WP_010258620.1, SO:0001217, UniParc:UPI00016B2845, UniRef:UniRef100_A0A0H3C0R6, UniRef:UniRef90_A0A0H3C0R6
EGFPMN_06300	1	234	+	GOIOJP_38585	8.6	6.2	PF02524.18|KID	PFAM:PF02524.18
EGFPMN_06590	1	390	+	GOIOJP_38595	14.5	5.1		SO:0001217, UniRef:UniRef50_G0ANT6, UniRef:UniRef90_G0ANT6
EGFPMN_06795	1	222	+	GOIOJP_38600	8.2	6.1	PF02524.18|KID	PFAM:PF02524.18
ANPAAP_05075	1	324	+	GOIOJP_38630	13.0	9.4		RefSeq:WP_010258250.1, SO:0001217, UniParc:UPI00017F2B75, UniRef:UniRef100_UPI00017F2B75, UniRef:UniRef50_Q44728, UniRef:UniRef90_Q44728
ANPAAP_06445	1	270	+	GOIOJP_38705	9.9	9.8		
ANPAAP_06450	1	348	+	GOIOJP_38710	14.3	9.4	PF03481.17|Sua5_C	PFAM:PF03481.17
GCGJFL_06560	1	219	+	GOIOJP_38735	9.1	10.3		
LKBPLA_06095	1	498	+	GOIOJP_38745	18.5	5.6		SO:0001217, UniRef:UniRef50_G0ANT6
LKBPLA_06100	1	498	+	GOIOJP_38750	18.5	5.6		SO:0001217, UniRef:UniRef50_G0ANT6, UniRef:UniRef90_A0A7W9ZP10
OIIMIE_02055	1	573	+	GOIOJP_38760	22.3	9.6	PF01715.21|IPPT	PFAM:PF01715.21
OIIMIE_06355	1	255	+	GOIOJP_38775	9.5	10.1		
BFOEFC_06375	1	327	+	GOIOJP_38790	12.6	4.5		SO:0001217, UniRef:UniRef50_C0R8Z5
BFOEFC_06465	1	465	+	GOIOJP_38800	14.7	5.2		
BFOEFC_06585	1	411	+	GOIOJP_38810	16.6	4.2		
JIDBHP_06355	1	498	+	GOIOJP_38825	18.5	5.3		SO:0001217, UniRef:UniRef50_G0ANT6
MBKLPA_06505	1	309	+	GOIOJP_38850	12.0	4.6		RefSeq:WP_114833160.1, SO:0001217, UniParc:UPI000DFB60A9, UniRef:UniRef100_UPI000DFB60A9, UniRef:UniRef50_S1NIT2, UniRef:UniRef90_S1NIT2
MBKLPA_06755	1	291	+	GOIOJP_38875	10.6	4.9		
PPLAKF_05045	1	336	+	GOIOJP_38905	13.0	9.1		SO:0001217, UniRef:UniRef50_A0A806CJQ9, UniRef:UniRef90_UPI0001F23BD5
PPLAKF_05050	1	498	+	GOIOJP_38910	20.0	9.4		
PPLAKF_05055	1	357	+	GOIOJP_38915	14.4	9.5		RefSeq:WP_231028972.1, SO:0001217, UniParc:UPI0002E02A1C, UniRef:UniRef100_UPI0002E02A1C, UniRef:UniRef50_Q44728, UniRef:UniRef90_A0A7U3YBP9
PPLAKF_06320	1	552	+	GOIOJP_38925	19.9	6.2		
CFPGGE_05455	1	1308	+	GOIOJP_38935	41.8	8.1		
CFPGGE_06295	1	228	+	GOIOJP_38945	8.7	10.6		
OBEOPI_05610	1	303	+	GOIOJP_38975	11.7	9.6		
NKHHGK_00595	1	684	+	GOIOJP_38985	26.7	9.4		RefSeq:WP_010258240.1, SO:0001217, UniParc:UPI00016B30E1, UniRef:UniRef100_A0A7U4DIN3, UniRef:UniRef50_C0R8X6, UniRef:UniRef90_A0A5J6WFZ6
NKHHGK_01220	1	492	+	GOIOJP_39015	18.2	5.3		
NKHHGK_01225	1	462	+	GOIOJP_39020	17.1	5.4		
NKHHGK_01235	1	228	+	GOIOJP_39025	8.7	8.5		RefSeq:WP_012665401.1, SO:0001217, UniParc:UPI0000056993, UniRef:UniRef100_UPI0000056993, UniRef:UniRef50_UPI00016B33E0, UniRef:UniRef90_UPI00016B33E0
NKHHGK_01290	1	231	+	GOIOJP_39045	9.1	9.4		
NKHHGK_01295	1	231	+	GOIOJP_39050	9.1	9.4		
NKHHGK_01335	1	357	+	GOIOJP_39055	14.0	5.7		
NKHHGK_01365	1	270	+	GOIOJP_39060	10.4	9.0	PF07479.18|NAD_Gly3P_dh_C	PFAM:PF07479.18
NKHHGK_01375	1	270	+	GOIOJP_39065	10.3	9.0	PF07479.18|NAD_Gly3P_dh_C	PFAM:PF07479.18
NKHHGK_02275	1	699	+	GOIOJP_39095	27.6	4.6		
NKHHGK_02565	1	2055	+	GOIOJP_39105	81.1	8.4		
NKHHGK_03880	1	792	+	GOIOJP_39115	31.3	8.8		
NKHHGK_06865	1	1719	+	GOIOJP_39155	67.0	9.5		SO:0001217, UniRef:UniRef50_UPI001E35344B, UniRef:UniRef90_UPI001E35344B
CNIOFM_03770	1	408	+	GOIOJP_39190	14.8	4.9		
CNIOFM_06305	1	465	+	GOIOJP_39235	16.5	8.3		
BGKMEM_00025	1	942	+	GOIOJP_39270	32.0	9.9	PF19279.3|YegS_C	PFAM:PF19279.3
BGKMEM_00030	1	1056	+	GOIOJP_39275	37.8	6.7		
BGKMEM_00040	1	1029	+	GOIOJP_39285	36.1	10.3		
BGKMEM_00050	1	717	+	GOIOJP_39290	25.6	11.9		
BGKMEM_00220	1	1707	+	GOIOJP_39295	62.2	11.4		
BGKMEM_00235	1	1302	+	GOIOJP_39300	43.8	6.3		
BGKMEM_00245	1	855	+	GOIOJP_39305	30.7	6.3		
BGKMEM_00310	1	690	+	GOIOJP_39315	24.6	9.6		
BGKMEM_00335	1	843	+	GOIOJP_39320	29.2	4.8		
BGKMEM_04755	1	339	+	GOIOJP_39365	13.1	5.0		RefSeq:WP_010256666.1, SO:0001217, UniParc:UPI00017F38EE, UniRef:UniRef100_UPI00017F38EE, UniRef:UniRef50_O50739, UniRef:UniRef90_O50739
BGKMEM_04790	1	798	+	GOIOJP_39375	30.4	8.2		
BGKMEM_04825	1	387	+	GOIOJP_39380	14.9	9.2		RefSeq:WP_010256620.1, SO:0001217, UniParc:UPI0000056868, UniRef:UniRef100_O50751, UniRef:UniRef50_O50751, UniRef:UniRef90_O50751
BGKMEM_05555	1	537	+	GOIOJP_39390	21.2	8.5		
BGKMEM_05560	1	534	+	GOIOJP_39395	20.6	5.4		
BGKMEM_06600	1	1170	+	GOIOJP_39415	41.9	4.7	PF17757.5|UvrB_inter	PFAM:PF17757.5
GNAPIN_05245	1	852	+	GOIOJP_39455	33.0	7.7		SO:0001217, UniRef:UniRef50_UPI001C0081CD
MLNNCM_06435	1	258	+	GOIOJP_39595	9.8	8.8		
NCFMPB_06405	1	282	+	GOIOJP_39620	9.5	4.2		SO:0001217, UniRef:UniRef50_UPI0024152A2D, UniRef:UniRef90_UPI0024152A2D
OFLCMP_06430	1	348	+	GOIOJP_39645	12.5	4.7		SO:0001217, UniRef:UniRef50_A0A806C3F4
MMHJMH_06485	1	498	+	GOIOJP_39705	18.6	5.6		SO:0001217, UniRef:UniRef50_G0ANT6, UniRef:UniRef90_A0A7W9ZP10
MMHJMH_06765	1	237	+	GOIOJP_39725	7.9	9.8		
HPNCBJ_06415	1	867	+	GOIOJP_39790	29.0	6.5		
HPNCBJ_06450	1	417	+	GOIOJP_39795	16.0	8.9		SO:0001217, UniRef:UniRef50_A0A1L8Z9L7
NNBHBG_05985	1	546	+	GOIOJP_39830	20.4	5.6		
NNBHBG_05990	1	420	+	GOIOJP_39835	16.1	4.3		
BIKOAE_06415	1	186	+	GOIOJP_39895	7.2	4.7		
BIKOAE_06425	1	216	+	GOIOJP_39900	8.5	10.0		
NAHIGD_06500	1	348	+	GOIOJP_39925	12.5	4.7		SO:0001217, UniRef:UniRef50_A0A806C3F4
NAHIGD_06510	1	357	+	GOIOJP_39930	13.3	6.8		SO:0001217, UniRef:UniRef50_G0ANT6
NNBLAJ_04705	1	1398	+	GOIOJP_39985	52.8	6.1		RefSeq:WP_106023210.1, SO:0001217, UniParc:UPI000D03A8CB, UniRef:UniRef100_UPI000D03A8CB, UniRef:UniRef50_Q0SLV8, UniRef:UniRef90_A0A806CL76
NNBLAJ_04800	1	594	+	GOIOJP_40050	22.7	9.1		RefSeq:WP_012622796.1, SO:0001217, UniParc:UPI00016B38CF, UniRef:UniRef100_A0A9N7AM77, UniRef:UniRef50_O50923, UniRef:UniRef90_O50923
IBHBAL_06215	1	315	+	GOIOJP_40135	12.1	6.7		
IBHBAL_06355	1	249	+	GOIOJP_40150	9.6	6.2		
EAMOJL_01830	1	315	+	GOIOJP_40165	12.1	8.7		
EAMOJL_01860	1	1068	+	GOIOJP_40170	40.3	9.2	PF02880.20|PGM_PMM_III	PFAM:PF02880.20
EAMOJL_02245	1	336	+	GOIOJP_40185	13.0	9.4		
EAMOJL_02280	1	228	+	GOIOJP_40190	8.8	6.2		SO:0001217, UniRef:UniRef50_B8F0J0
EAMOJL_03180	1	255	+	GOIOJP_40225	9.0	4.8		SO:0001217, UniRef:UniRef50_G0IR59, UniRef:UniRef90_G0IR59
EAMOJL_03230	1	1692	+	GOIOJP_40230	63.6	9.1	PF00004.33|AAA, PF00158.30|Sigma54_activat, PF00910.26|RNA_helicase, PF05621.15|TniB, PF06414.16|Zeta_toxin, PF07724.18|AAA_2, PF07728.18|AAA_5, PF10431.13|ClpB_D2-small, PF12775.11|AAA_7, PF13191.10|AAA_16, PF13401.10|AAA_22, PF17871.5|AAA_lid_9	PFAM:PF00004.33, PFAM:PF00158.30, PFAM:PF00910.26, PFAM:PF05621.15, PFAM:PF06414.16, PFAM:PF07724.18, PFAM:PF07728.18, PFAM:PF10431.13, PFAM:PF12775.11, PFAM:PF13191.10, PFAM:PF13401.10, PFAM:PF17871.5
EAMOJL_03285	1	1152	+	GOIOJP_40240	42.9	8.8	PF03989.17|DNA_gyraseA_C	PFAM:PF03989.17
EAMOJL_03590	1	909	+	GOIOJP_40270	35.0	8.9		
EAMOJL_03840	1	1200	+	GOIOJP_40295	46.6	9.2	PF00133.26|tRNA-synt_1, PF08264.17|Anticodon_1	PFAM:PF00133.26, PFAM:PF08264.17
EAMOJL_04100	1	1257	+	GOIOJP_40315	46.5	5.8	PF00679.28|EFG_C, PF03144.29|GTP_EFTU_D2, PF03764.22|EFG_IV, PF14492.10|EFG_III	PFAM:PF00679.28, PFAM:PF03144.29, PFAM:PF03764.22, PFAM:PF14492.10
EAMOJL_04115	1	609	+	GOIOJP_40320	22.2	8.6		
EAMOJL_04210	1	579	+	GOIOJP_40330	22.6	9.3	PF09986.13|DUF2225	PFAM:PF09986.13
EAMOJL_04235	1	969	+	GOIOJP_40335	37.5	4.8		
EAMOJL_04340	1	1011	+	GOIOJP_40345	35.7	7.7		
EAMOJL_04415	1	513	+	GOIOJP_40350	20.5	9.4		SO:0001217, UniRef:UniRef50_W5SYR3
EAMOJL_04420	1	447	+	GOIOJP_40355	17.2	7.8		
EAMOJL_04595	1	570	+	GOIOJP_40360	21.2	6.9	PF13277.10|YmdB	PFAM:PF13277.10
EAMOJL_04605	1	675	+	GOIOJP_40365	25.7	9.7	PF03481.17|Sua5_C	PFAM:PF03481.17
EAMOJL_04615	1	423	+	GOIOJP_40370	15.8	9.7	PF20297.2|MSSS	PFAM:PF20297.2
EAMOJL_04650	1	390	+	GOIOJP_40375	15.1	6.7		
EAMOJL_04795	1	405	+	GOIOJP_40390	15.2	4.6		
EAMOJL_04865	1	279	+	GOIOJP_40395	10.4	9.3	PF00639.25|Rotamase, PF13616.10|Rotamase_3	PFAM:PF00639.25, PFAM:PF13616.10
EAMOJL_04980	1	483	+	GOIOJP_40405	18.4	5.1	PF01895.23|PhoU	PFAM:PF01895.23
EAMOJL_04995	1	576	+	GOIOJP_40410	22.5	5.3	PF10502.13|Peptidase_S26	PFAM:PF10502.13
EAMOJL_05070	1	396	+	GOIOJP_40415	15.2	5.1		
EAMOJL_05075	1	540	+	GOIOJP_40420	20.0	9.7	PF04101.20|Glyco_tran_28_C	PFAM:PF04101.20
EAMOJL_05095	1	498	+	GOIOJP_40430	19.1	6.4	PF00393.23|6PGD	PFAM:PF00393.23
EAMOJL_05110	1	396	+	GOIOJP_40435	14.7	6.4	PF03118.19|RNA_pol_A_CTD	PFAM:PF03118.19
EAMOJL_05120	1	378	+	GOIOJP_40440	13.2	10.2		
EAMOJL_05225	1	408	+	GOIOJP_40450	14.3	4.1		
NOIMPJ_05615	1	294	+	GOIOJP_40490	11.1	6.2		
NOIMPJ_06545	1	285	+	GOIOJP_40500	11.0	4.8		SO:0001217, UniRef:UniRef50_UPI0002D8FF4E
NOIMPJ_06585	1	264	+	GOIOJP_40510	9.8	5.7		
PBDHII_06395	1	330	+	GOIOJP_40525	13.1	6.1		
PBDHII_06405	1	414	+	GOIOJP_40530	16.3	11.6		
PBDHII_06455	1	237	+	GOIOJP_40540	9.1	8.8		
PBDHII_06470	1	204	+	GOIOJP_40545	7.8	9.9		
CBNHGJ_06490	1	279	+	GOIOJP_40575	10.6	9.3		
CBNHGJ_06560	1	453	+	GOIOJP_40585	16.1	7.7		
CBNHGJ_06615	1	504	+	GOIOJP_40590	18.3	5.1		
BODFAP_06295	1	1239	+	GOIOJP_40610	39.6	5.7		
BODFAP_06375	1	339	+	GOIOJP_40615	13.3	5.6		
BODFAP_06650	1	612	+	GOIOJP_40620	22.5	9.3		RefSeq:WP_050389090.1, SO:0001217, UniParc:UPI00067BECB3, UniRef:UniRef100_UPI002405D447, UniRef:UniRef50_UPI0023E88CAC, UniRef:UniRef90_UPI001CF346E4
BODFAP_06705	1	390	+	GOIOJP_40625	14.9	5.8		
BODFAP_06750	1	219	+	GOIOJP_40630	8.3	4.1		
BODFAP_06755	1	354	+	GOIOJP_40635	13.8	4.1		
BODFAP_06800	1	261	+	GOIOJP_40645	10.3	4.4		
BODFAP_06825	1	303	+	GOIOJP_40650	12.2	4.3		
BODFAP_06910	1	240	+	GOIOJP_40655	8.7	5.7		
BODFAP_06930	1	282	+	GOIOJP_40660	9.7	4.9		
DLECNN_06505	1	300	+	GOIOJP_40690	11.6	4.9		
DLECNN_06510	1	351	+	GOIOJP_40695	13.0	5.1	PF00293.32|NUDIX	PFAM:PF00293.32
LEKAKO_04725	1	468	+	GOIOJP_40715	17.5	9.7		
LEKAKO_04910	1	333	+	GOIOJP_40735	13.1	8.8		
LEKAKO_06440	1	588	+	GOIOJP_40795	23.3	9.0	PF16684.9|Telomere_res	PFAM:PF16684.9
LEKAKO_06450	1	225	+	GOIOJP_40800	8.6	5.6		
LEKAKO_06470	1	369	+	GOIOJP_40805	14.9	9.6		
DCFGJL_06065	1	324	+	GOIOJP_40835	12.5	4.6		SO:0001217, UniRef:UniRef50_C0R8Z5
DCFGJL_06180	1	357	+	GOIOJP_40850	12.6	5.7		
DCFGJL_06255	1	264	+	GOIOJP_40865	9.5	4.8		
DCFGJL_06265	1	264	+	GOIOJP_40870	10.3	5.5		
HFBDNN_06135	1	489	+	GOIOJP_40885	18.6	9.6		
HFBDNN_06230	1	411	+	GOIOJP_40890	15.6	6.4		SO:0001217, UniRef:UniRef50_B9X9K7
HFBDNN_06310	1	399	+	GOIOJP_40910	15.2	4.1		
HFBDNN_06340	1	249	+	GOIOJP_40915	9.1	4.1		
HFBDNN_06380	1	327	+	GOIOJP_40925	12.0	4.1		
HFBDNN_06390	1	588	+	GOIOJP_40930	21.1	5.8		
HFBDNN_06395	1	291	+	GOIOJP_40935	11.1	5.3		
HFBDNN_06455	1	435	+	GOIOJP_40940	16.2	6.2		
HFBDNN_06480	1	342	+	GOIOJP_40945	12.8	4.1		SO:0001217, UniRef:UniRef50_M4QST6
HFBDNN_06600	1	375	+	GOIOJP_40950	13.5	5.3		
HFBDNN_06605	1	255	+	GOIOJP_40955	8.5	4.7		
HFBDNN_06610	1	291	+	GOIOJP_40960	11.7	4.5		
LGOLAE_05720	1	258	+	GOIOJP_41025	10.2	10.3		
LGOLAE_05740	1	249	+	GOIOJP_41030	8.4	9.3		
LGOLAE_05795	1	192	+	GOIOJP_41035	7.2	10.1		
CIPKDF_05535	1	246	+	GOIOJP_41040	8.8	7.6		
CEHNCE_06295	1	348	+	GOIOJP_41055	12.5	4.7		SO:0001217, UniRef:UniRef50_A0A806C3F4
CEHNCE_06300	1	348	+	GOIOJP_41060	12.5	4.7		SO:0001217, UniRef:UniRef50_A0A806C3F4
EGNIJE_06405	1	636	+	GOIOJP_41065	25.0	6.6		
LHBPEO_06070	1	447	+	GOIOJP_41080	17.1	6.6		
LHBPEO_06080	1	447	+	GOIOJP_41085	17.0	5.9		
LHBPEO_06215	1	399	+	GOIOJP_41100	14.9	8.9		
LHBPEO_06275	1	354	+	GOIOJP_41105	13.9	4.3		
LHBPEO_06280	1	234	+	GOIOJP_41110	9.5	4.2		
EJPKGB_04450	1	444	+	GOIOJP_41150	16.6	6.7		RefSeq:WP_010256673.1, SO:0001217, UniParc:UPI000005685A, UniRef:UniRef100_O50737, UniRef:UniRef50_O50737, UniRef:UniRef90_O50737
EJPKGB_04495	1	798	+	GOIOJP_41155	30.4	8.2		
EJPKGB_04500	1	189	+	GOIOJP_41160	7.0	5.0		SO:0001217, UniRef:UniRef50_A0A142JD97, UniRef:UniRef90_UPI001F1CEF02
EJPKGB_04525	1	387	+	GOIOJP_41170	14.9	9.2		RefSeq:WP_010256620.1, SO:0001217, UniParc:UPI0000056868, UniRef:UniRef100_O50751, UniRef:UniRef50_O50751, UniRef:UniRef90_O50751
EJPKGB_06485	1	387	+	GOIOJP_41180	15.4	9.4	PF03481.17|Sua5_C	PFAM:PF03481.17
EJPKGB_06500	1	306	+	GOIOJP_41185	11.5	10.0	PF01656.27|CbiA, PF09140.15|MipZ, PF13614.10|AAA_31	PFAM:PF01656.27, PFAM:PF09140.15, PFAM:PF13614.10
NCNCFJ_05065	1	378	+	GOIOJP_41265	13.9	6.0		RefSeq:WP_012686329.1, SO:0001217, UniParc:UPI00016B379E, UniRef:UniRef100_UPI00016B379E, UniRef:UniRef50_UPI00016B379E, UniRef:UniRef90_UPI00016B379E
OFFMIL_05990	1	519	+	GOIOJP_41295	20.3	9.2		RefSeq:WP_012593060.1, SO:0001217, UniParc:UPI00017F48F3, UniRef:UniRef100_A0A0H3C438, UniRef:UniRef90_A0A0H3C438
OFFMIL_06055	1	411	+	GOIOJP_41300	15.4	5.5	PF02524.18|KID, PF06825.16|HSBP1	PFAM:PF02524.18, PFAM:PF06825.16
OFFMIL_06125	1	246	+	GOIOJP_41315	9.5	4.6		
MEHGNA_05615	1	228	+	GOIOJP_41320	8.8	6.2		SO:0001217, UniRef:UniRef50_B8F0J0
OACCKI_06490	1	825	+	GOIOJP_41355	30.1	7.7		
OACCKI_06670	1	207	+	GOIOJP_41360	6.9	9.6		
NLCIEI_06485	1	339	+	GOIOJP_41375	12.5	4.7		
NLCIEI_06500	1	276	+	GOIOJP_41380	10.0	8.6		
NLCIEI_06505	1	240	+	GOIOJP_41385	8.9	8.0		
IIIJPF_00005	1	1056	+	GOIOJP_41395	39.9	4.7	PF00575.27|S1, PF13184.10|KH_5	PFAM:PF00575.27, PFAM:PF13184.10
IIIJPF_05615	1	810	+	GOIOJP_41450	31.6	9.2		
NFMEHF_01260	1	336	+	GOIOJP_41545	12.8	9.3		
NFMEHF_01435	1	1809	+	GOIOJP_41550	71.3	8.6		
NFMEHF_02125	1	519	+	GOIOJP_41555	20.3	9.2		RefSeq:WP_012593060.1, SO:0001217, UniParc:UPI00017F48F3, UniRef:UniRef100_A0A0H3C438, UniRef:UniRef90_A0A0H3C438
NFMEHF_02240	1	411	+	GOIOJP_41560	15.8	7.8		KEGG:K09797, SO:0001217, UniRef:UniRef50_A0A7U3YAV4, UniRef:UniRef90_A0A7U3YAV4
NFMEHF_05205	1	258	+	GOIOJP_41570	8.6	9.0		
NFMEHF_05800	1	456	+	GOIOJP_41575	15.9	8.5		
FEBHGJ_01690	1	222	+	GOIOJP_41600	8.9	9.8		
FEBHGJ_01850	1	609	+	GOIOJP_41605	22.7	7.7		RefSeq:WP_238528647.1, SO:0001217, UniParc:UPI0003022FE2, UniRef:UniRef100_UPI0003022FE2, UniRef:UniRef50_UPI0003022FE2, UniRef:UniRef90_UPI0003022FE2
FEBHGJ_05020	1	648	+	GOIOJP_41625	24.8	6.2		SO:0001217, UniRef:UniRef50_A0A1L8Z9G4
FEBHGJ_05025	1	243	+	GOIOJP_41630	9.2	6.5		SO:0001217, UniRef:UniRef50_A0A806CMZ2
FEBHGJ_06145	1	411	+	GOIOJP_41635	15.6	8.7		
JCFHNP_05480	1	219	+	GOIOJP_41660	8.6	6.5		SO:0001217, UniRef:UniRef50_A0A1L8Z9R0
BDFJDE_06160	1	228	+	GOIOJP_41690	8.1	9.5		
HBPPLN_05065	1	537	+	GOIOJP_41705	21.2	8.5		
HBPPLN_05755	1	339	+	GOIOJP_41715	12.9	9.7		
HBPPLN_06070	1	354	+	GOIOJP_41720	13.4	9.0		
HBPPLN_06075	1	354	+	GOIOJP_41725	13.4	9.0		
HBPPLN_06225	1	366	+	GOIOJP_41730	14.3	5.1		SO:0001217, UniRef:UniRef50_A0A806C6L0
KAPMGE_06105	1	498	+	GOIOJP_41810	18.6	5.6		SO:0001217, UniRef:UniRef50_G0ANT6, UniRef:UniRef90_A0A7W9ZP10
JEICAF_06280	1	294	+	GOIOJP_41840	11.6	9.6		RefSeq:WP_010883902.1, SO:0001217, UniParc:UPI0000057722, UniRef:UniRef100_H7C642, UniRef:UniRef50_H7C642, UniRef:UniRef90_H7C642
LIJDDG_06550	1	204	+	GOIOJP_41885	8.2	12.0		
KKNGOI_06560	1	282	+	GOIOJP_41895	10.9	9.4		SO:0001217, UniRef:UniRef50_O86116
LPFPFN_07090	1	303	+	GOIOJP_41950	11.5	8.6		
OPGCJE_02870	61	342	+	GOIOJP_41985	10.4	9.4		
OPGCJE_03975	1	1275	+	GOIOJP_42040	48.6	4.5		RefSeq:WP_002657506.1, SO:0001217, UniParc:UPI00016B27E7, UniRef:UniRef100_UPI00016B27E7, UniRef:UniRef50_O51690, UniRef:UniRef90_O51690
OPGCJE_04005	1	261	+	GOIOJP_42045	9.1	9.7		
OPGCJE_04535	1	1329	+	GOIOJP_42085	49.3	6.4	PF00367.24|PTS_EIIB	PFAM:PF00367.24
OPGCJE_04725	1	876	+	GOIOJP_42100	33.8	9.0		
OPGCJE_04980	1	714	+	GOIOJP_42120	27.7	9.8	PF03054.20|tRNA_Me_trans, PF20258.2|tRNA_Me_trans_C, PF20259.2|tRNA_Me_trans_M	PFAM:PF03054.20, PFAM:PF20258.2, PFAM:PF20259.2
OPGCJE_05015	1	255	+	GOIOJP_42125	9.5	10.1		
OPGCJE_05190	1	579	+	GOIOJP_42150	21.6	9.3	PF12679.11|ABC2_membrane_2	PFAM:PF12679.11
OPGCJE_05250	1	246	+	GOIOJP_42155	9.3	7.9	PF01195.23|Pept_tRNA_hydro	PFAM:PF01195.23
