"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ESI26","UCT109","UCT110","UCT113","UCT29","UCT30","UCT31","UCT32","UCT35","UCT50","UCT92","UCT96","UNY149","UNY169","UNY172","UNY193","UNY203","UNY208","URI101","URI102","URI103","URI107","URI111","URI112","URI117","URI118","URI120","URI33","URI34","URI36","URI39","URI40","URI41","URI42","URI44","URI46","URI47","URI48","URI56","URI86","URI87","URI88","URI89","URI91","URI93","UWI247","UWI248","UWI263","UWI283"
"ccmA","","Cytoskeletal protein CcmA, bactofilin family","49","49","1","63","544","","","","398","398","398","CKDGNL_01590","AIHAAB_04215","APIDPD_00595","HCLMIK_01580","DNBOAP_04215","DLCMNL_01580","GCGJFL_04215","AMNIDF_00595","JODKDA_00590","ANPAAP_00590","KCCBHE_01580","AINDPC_00590","NAHIGD_02680","GMPCOK_01495","EFMOJC_02420","KFEJKD_01015","GDPOAI_00310","CGENMI_02680","KLACFF_04215","BOHBDJ_04215","BIKOAE_00595","BAPHAO_04215","EGFPMN_00595","JIDBHP_00595","NKPDPH_00590","PIKJEB_03640","OFFMIL_03655","JHFDLE_00590","AFNEPP_03375","HCFOCN_00590","EPICMG_03670","BLADBF_00595","KKNGOI_03670","LIJDDG_00595","HFKOMI_01575","CENHHB_01580","GDCPBO_01580","HEGNPG_00590","EFDIJO_01365","GEBMJB_01580","NCOCKI_04215","OHAJAL_01570","CIPKDF_04215","DMHAMM_04215","AGFJGC_04215","GGIAGI_01805","AEKFMC_02340","EMEHFM_02390","LGKPKB_00585"
"CoA-disulfide reductase","","CoA-disulfide reductase","49","49","1","63","790","","","","1331","1334","1333","CKDGNL_00600","AIHAAB_00950","APIDPD_01585","HCLMIK_00590","DNBOAP_00950","DLCMNL_00590","GCGJFL_00950","AMNIDF_01585","JODKDA_01580","ANPAAP_01580","KCCBHE_00590","AINDPC_01580","NAHIGD_03670","GMPCOK_02485","EFMOJC_03410","KFEJKD_02440","GDPOAI_02415","CGENMI_03670","KLACFF_00950","BOHBDJ_00950","BIKOAE_01585","BAPHAO_00950","EGFPMN_01585","JIDBHP_01585","NKPDPH_01580","PIKJEB_00585","OFFMIL_00595","JHFDLE_01580","AFNEPP_01070","HCFOCN_01580","EPICMG_00600","BLADBF_01585","KKNGOI_00605","LIJDDG_01585","HFKOMI_00585","CENHHB_00590","GDCPBO_00590","HEGNPG_01580","EFDIJO_00375","GEBMJB_00590","NCOCKI_00950","OHAJAL_00580","CIPKDF_00950","DMHAMM_00950","AGFJGC_00950","GGIAGI_00650","AEKFMC_01895","EMEHFM_01660","LGKPKB_02770"
"group_4136","ymdB","2',3'- and 3',5'-cNMP phosphodiesterase YmdB, calcineurin family","49","49","1","63","516","","","","788","788","788","CKDGNL_01740","AIHAAB_04065","APIDPD_00440","HCLMIK_01730","DNBOAP_04065","DLCMNL_01730","GCGJFL_04065","AMNIDF_00440","JODKDA_00440","ANPAAP_00440","KCCBHE_01730","AINDPC_00440","NAHIGD_02530","GMPCOK_01345","EFMOJC_02270","KFEJKD_00075","GDPOAI_00160","CGENMI_02530","KLACFF_04065","BOHBDJ_04065","BIKOAE_00440","BAPHAO_04065","EGFPMN_00445","JIDBHP_00440","NKPDPH_00440","PIKJEB_03790","OFFMIL_03805","JHFDLE_00440","AFNEPP_03525","HCFOCN_00440","EPICMG_03820","BLADBF_00445","KKNGOI_03820","LIJDDG_00445","HFKOMI_01725","CENHHB_01730","GDCPBO_01730","HEGNPG_00440","EFDIJO_01515","GEBMJB_01730","NCOCKI_04065","OHAJAL_01720","CIPKDF_04065","DMHAMM_04065","AGFJGC_04065","GGIAGI_01655","AEKFMC_02490","EMEHFM_01010","LGKPKB_00735"
"hDGYP","","HD-GYP domain, c-di-GMP phosphodiesterase class II (or its inactivated variant)","49","49","1","63","221","","","","1550","1577","1558","CKDGNL_03240","AIHAAB_02610","APIDPD_03240","HCLMIK_03235","DNBOAP_02610","DLCMNL_03235","GCGJFL_03600","AMNIDF_03235","JODKDA_04260","ANPAAP_03180","KCCBHE_04220","AINDPC_03215","NAHIGD_01010","GMPCOK_03665","EFMOJC_04935","KFEJKD_05320","GDPOAI_05750","CGENMI_01010","KLACFF_02610","BOHBDJ_02610","BIKOAE_04225","BAPHAO_02610","EGFPMN_03245","JIDBHP_03240","NKPDPH_03225","PIKJEB_02595","OFFMIL_03595","JHFDLE_03230","AFNEPP_06245","HCFOCN_03230","EPICMG_03610","BLADBF_03245","KKNGOI_02620","LIJDDG_03245","HFKOMI_04215","CENHHB_03235","GDCPBO_03235","HEGNPG_03230","EFDIJO_03020","GEBMJB_03235","NCOCKI_02610","OHAJAL_03225","CIPKDF_02610","DMHAMM_02610","AGFJGC_02610","GGIAGI_04465","AEKFMC_04785","EMEHFM_04505","LGKPKB_05375"
"dksA","","RNA polymerase-binding transcription factor DksA","49","49","1","63","185","","","","377","377","377","CKDGNL_03435","AIHAAB_02805","APIDPD_03435","HCLMIK_03430","DNBOAP_02805","DLCMNL_03430","GCGJFL_03405","AMNIDF_03430","JODKDA_04065","ANPAAP_02980","KCCBHE_04025","AINDPC_03410","NAHIGD_00815","GMPCOK_03470","EFMOJC_05130","KFEJKD_00685","GDPOAI_01090","CGENMI_00815","KLACFF_02805","BOHBDJ_02805","BIKOAE_04030","BAPHAO_02805","EGFPMN_03440","JIDBHP_03435","NKPDPH_03420","PIKJEB_02790","OFFMIL_03400","JHFDLE_03425","AFNEPP_06440","HCFOCN_03425","EPICMG_03415","BLADBF_03440","KKNGOI_02815","LIJDDG_03440","HFKOMI_04020","CENHHB_03430","GDCPBO_03430","HEGNPG_03425","EFDIJO_03215","GEBMJB_03430","NCOCKI_02805","OHAJAL_03420","CIPKDF_02805","DMHAMM_02805","AGFJGC_02805","GGIAGI_02305","AEKFMC_03675","EMEHFM_05205","LGKPKB_02255"
"Segregation and condensation protein A","","Segregation and condensation protein A","49","49","1","63","147","","","","767","767","767","CKDGNL_03610","AIHAAB_02980","APIDPD_03610","HCLMIK_03605","DNBOAP_02980","DLCMNL_03605","GCGJFL_03230","AMNIDF_03605","JODKDA_03890","ANPAAP_02805","KCCBHE_03850","AINDPC_03585","NAHIGD_00640","GMPCOK_03295","EFMOJC_05305","KFEJKD_02665","GDPOAI_01310","CGENMI_00640","KLACFF_02980","BOHBDJ_02980","BIKOAE_03855","BAPHAO_02980","EGFPMN_03615","JIDBHP_03610","NKPDPH_03595","PIKJEB_02965","OFFMIL_03225","JHFDLE_03600","AFNEPP_06615","HCFOCN_03600","EPICMG_03240","BLADBF_03615","KKNGOI_02990","LIJDDG_03615","HFKOMI_03845","CENHHB_03605","GDCPBO_03605","HEGNPG_03600","EFDIJO_03390","GEBMJB_03605","NCOCKI_02980","OHAJAL_03595","CIPKDF_02980","DMHAMM_02980","AGFJGC_02980","GGIAGI_01060","AEKFMC_00640","EMEHFM_00250","LGKPKB_02430"
"sbcD","","Nuclease SbcCD subunit D","49","49","1","63","3252","","","","1241","1241","1241","CKDGNL_00095","AIHAAB_01455","APIDPD_02090","HCLMIK_00085","DNBOAP_01455","DLCMNL_00085","GCGJFL_01455","AMNIDF_02090","JODKDA_02085","ANPAAP_02085","KCCBHE_00085","AINDPC_02085","NAHIGD_04175","GMPCOK_02990","EFMOJC_06060","KFEJKD_04045","GDPOAI_02610","CGENMI_04175","KLACFF_01455","BOHBDJ_01455","BIKOAE_02090","BAPHAO_01455","EGFPMN_02090","JIDBHP_02090","NKPDPH_02085","PIKJEB_00080","OFFMIL_00090","JHFDLE_02085","AFNEPP_00160","HCFOCN_02085","EPICMG_00095","BLADBF_02090","KKNGOI_00100","LIJDDG_02090","HFKOMI_00080","CENHHB_00085","GDCPBO_00085","HEGNPG_02085","EFDIJO_04110","GEBMJB_00085","NCOCKI_01455","OHAJAL_00080","CIPKDF_01455","DMHAMM_01455","AGFJGC_01455","GGIAGI_04635","AEKFMC_03165","EMEHFM_01170","LGKPKB_03975"
"rplN","","50S ribosomal protein L14","49","49","1","63","499","","","","368","368","368","CKDGNL_01825","AIHAAB_03980","APIDPD_00355","HCLMIK_01815","DNBOAP_03980","DLCMNL_01815","GCGJFL_03980","AMNIDF_00355","JODKDA_00355","ANPAAP_00355","KCCBHE_01815","AINDPC_00355","NAHIGD_02445","GMPCOK_01260","EFMOJC_02185","KFEJKD_00160","GDPOAI_00075","CGENMI_02445","KLACFF_03980","BOHBDJ_03980","BIKOAE_00355","BAPHAO_03980","EGFPMN_00360","JIDBHP_00355","NKPDPH_00355","PIKJEB_03875","OFFMIL_03890","JHFDLE_00355","AFNEPP_03610","HCFOCN_00355","EPICMG_03905","BLADBF_00360","KKNGOI_03905","LIJDDG_00360","HFKOMI_01810","CENHHB_01815","GDCPBO_01815","HEGNPG_00355","EFDIJO_01600","GEBMJB_01815","NCOCKI_03980","OHAJAL_01805","CIPKDF_03980","DMHAMM_03980","AGFJGC_03980","GGIAGI_01570","AEKFMC_02575","EMEHFM_01095","LGKPKB_00820"
"tpiA","","triose-phosphate isomerase","49","49","1","63","71","","","","761","761","761","CKDGNL_03980","AIHAAB_03350","APIDPD_03980","HCLMIK_03975","DNBOAP_03350","DLCMNL_03975","GCGJFL_02860","AMNIDF_03975","JODKDA_03520","ANPAAP_02435","KCCBHE_03480","AINDPC_03955","NAHIGD_00270","GMPCOK_04115","EFMOJC_05800","KFEJKD_01270","GDPOAI_00910","CGENMI_00270","KLACFF_03350","BOHBDJ_03350","BIKOAE_03485","BAPHAO_03350","EGFPMN_03985","JIDBHP_03980","NKPDPH_03965","PIKJEB_03335","OFFMIL_02855","JHFDLE_03970","AFNEPP_06985","HCFOCN_03970","EPICMG_02870","BLADBF_03985","KKNGOI_03360","LIJDDG_03985","HFKOMI_03475","CENHHB_03975","GDCPBO_03975","HEGNPG_03970","EFDIJO_03760","GEBMJB_03975","NCOCKI_03350","OHAJAL_03965","CIPKDF_03350","DMHAMM_03350","AGFJGC_03350","GGIAGI_01230","AEKFMC_00270","EMEHFM_00435","LGKPKB_03295"
"fliK","","Flagellar hook-length control protein FliK","49","49","1","63","301","","","","1178","1178","1178","CKDGNL_02835","AIHAAB_02205","APIDPD_02835","HCLMIK_02830","DNBOAP_02205","DLCMNL_02830","GCGJFL_01925","AMNIDF_02830","JODKDA_02585","ANPAAP_03585","KCCBHE_02550","AINDPC_02810","NAHIGD_01415","GMPCOK_00230","EFMOJC_04180","KFEJKD_00510","GDPOAI_02050","CGENMI_01415","KLACFF_02205","BOHBDJ_02205","BIKOAE_02555","BAPHAO_02205","EGFPMN_02840","JIDBHP_02835","NKPDPH_02820","PIKJEB_02190","OFFMIL_01925","JHFDLE_02825","AFNEPP_05840","HCFOCN_02825","EPICMG_01930","BLADBF_02840","KKNGOI_02215","LIJDDG_02840","HFKOMI_02545","CENHHB_02830","GDCPBO_02830","HEGNPG_02825","EFDIJO_02335","GEBMJB_02830","NCOCKI_02205","OHAJAL_02820","CIPKDF_02205","DMHAMM_02205","AGFJGC_02205","GGIAGI_02715","AEKFMC_01625","EMEHFM_00115","LGKPKB_01340"
"rplQ","","50S ribosomal protein L17","49","49","1","63","514","","","","371","371","371","CKDGNL_01750","AIHAAB_04055","APIDPD_00430","HCLMIK_01740","DNBOAP_04055","DLCMNL_01740","GCGJFL_04055","AMNIDF_00430","JODKDA_00430","ANPAAP_00430","KCCBHE_01740","AINDPC_00430","NAHIGD_02520","GMPCOK_01335","EFMOJC_02260","KFEJKD_00085","GDPOAI_00150","CGENMI_02520","KLACFF_04055","BOHBDJ_04055","BIKOAE_00430","BAPHAO_04055","EGFPMN_00435","JIDBHP_00430","NKPDPH_00430","PIKJEB_03800","OFFMIL_03815","JHFDLE_00430","AFNEPP_03535","HCFOCN_00430","EPICMG_03830","BLADBF_00435","KKNGOI_03830","LIJDDG_00435","HFKOMI_01735","CENHHB_01740","GDCPBO_01740","HEGNPG_00430","EFDIJO_01525","GEBMJB_01740","NCOCKI_04055","OHAJAL_01730","CIPKDF_04055","DMHAMM_04055","AGFJGC_04055","GGIAGI_01645","AEKFMC_02500","EMEHFM_01020","LGKPKB_00745"
"rpmD","","50S ribosomal protein L30","49","49","1","63","507","","","","305","305","305","CKDGNL_01785","AIHAAB_04020","APIDPD_00395","HCLMIK_01775","DNBOAP_04020","DLCMNL_01775","GCGJFL_04020","AMNIDF_00395","JODKDA_00395","ANPAAP_00395","KCCBHE_01775","AINDPC_00395","NAHIGD_02485","GMPCOK_01300","EFMOJC_02225","KFEJKD_00120","GDPOAI_00115","CGENMI_02485","KLACFF_04020","BOHBDJ_04020","BIKOAE_00395","BAPHAO_04020","EGFPMN_00400","JIDBHP_00395","NKPDPH_00395","PIKJEB_03835","OFFMIL_03850","JHFDLE_00395","AFNEPP_03570","HCFOCN_00395","EPICMG_03865","BLADBF_00400","KKNGOI_03865","LIJDDG_00400","HFKOMI_01770","CENHHB_01775","GDCPBO_01775","HEGNPG_00395","EFDIJO_01560","GEBMJB_01775","NCOCKI_04020","OHAJAL_01765","CIPKDF_04020","DMHAMM_04020","AGFJGC_04020","GGIAGI_01610","AEKFMC_02535","EMEHFM_01055","LGKPKB_00780"
"ybeY","","rRNA maturation RNase YbeY","49","49","1","63","76","","","","467","467","467","CKDGNL_03955","AIHAAB_03325","APIDPD_03955","HCLMIK_03950","DNBOAP_03325","DLCMNL_03950","GCGJFL_02885","AMNIDF_03950","JODKDA_03545","ANPAAP_02460","KCCBHE_03505","AINDPC_03930","NAHIGD_00295","GMPCOK_04140","EFMOJC_05825","KFEJKD_01295","GDPOAI_00885","CGENMI_00295","KLACFF_03325","BOHBDJ_03325","BIKOAE_03510","BAPHAO_03325","EGFPMN_03960","JIDBHP_03955","NKPDPH_03940","PIKJEB_03310","OFFMIL_02880","JHFDLE_03945","AFNEPP_06960","HCFOCN_03945","EPICMG_02895","BLADBF_03960","KKNGOI_03335","LIJDDG_03960","HFKOMI_03500","CENHHB_03950","GDCPBO_03950","HEGNPG_03945","EFDIJO_03735","GEBMJB_03950","NCOCKI_03325","OHAJAL_03940","CIPKDF_03325","DMHAMM_03325","AGFJGC_03325","GGIAGI_01205","AEKFMC_00295","EMEHFM_00410","LGKPKB_03270"
"uppS","","polyprenyl diphosphate synthase","49","49","1","63","136","","","","692","692","692","CKDGNL_03660","AIHAAB_03030","APIDPD_03660","HCLMIK_03655","DNBOAP_03030","DLCMNL_03655","GCGJFL_03180","AMNIDF_03655","JODKDA_03840","ANPAAP_02755","KCCBHE_03800","AINDPC_03635","NAHIGD_00590","GMPCOK_03245","EFMOJC_05355","KFEJKD_03160","GDPOAI_01260","CGENMI_00590","KLACFF_03030","BOHBDJ_03030","BIKOAE_03805","BAPHAO_03030","EGFPMN_03665","JIDBHP_03660","NKPDPH_03645","PIKJEB_03015","OFFMIL_03175","JHFDLE_03650","AFNEPP_06665","HCFOCN_03650","EPICMG_03190","BLADBF_03665","KKNGOI_03040","LIJDDG_03665","HFKOMI_03795","CENHHB_03655","GDCPBO_03655","HEGNPG_03650","EFDIJO_03440","GEBMJB_03655","NCOCKI_03030","OHAJAL_03645","CIPKDF_03030","DMHAMM_03030","AGFJGC_03030","GGIAGI_01010","AEKFMC_00590","EMEHFM_00300","LGKPKB_02480"
"mnmC","","tRNA U34 5-methylaminomethyl-2-thiouridine-forming methyltransferase MnmC","49","49","1","63","3345","","","","677","677","677","CKDGNL_00545","AIHAAB_01005","APIDPD_01640","HCLMIK_00535","DNBOAP_01005","DLCMNL_00535","GCGJFL_01005","AMNIDF_01640","JODKDA_01635","ANPAAP_01635","KCCBHE_00535","AINDPC_01635","NAHIGD_03725","GMPCOK_02540","EFMOJC_03465","KFEJKD_01100","GDPOAI_02795","CGENMI_03725","KLACFF_01005","BOHBDJ_01005","BIKOAE_01640","BAPHAO_01005","EGFPMN_01640","JIDBHP_01640","NKPDPH_01635","PIKJEB_00530","OFFMIL_00540","JHFDLE_01635","AFNEPP_01015","HCFOCN_01635","EPICMG_00545","BLADBF_01640","KKNGOI_00550","LIJDDG_01640","HFKOMI_00530","CENHHB_00535","GDCPBO_00535","HEGNPG_01635","EFDIJO_00320","GEBMJB_00535","NCOCKI_01005","OHAJAL_00525","CIPKDF_01005","DMHAMM_01005","AGFJGC_01005","GGIAGI_00595","AEKFMC_03250","EMEHFM_00525","LGKPKB_02825"
"murD","","UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase","49","49","1","63","595","","","","1355","1355","1355","CKDGNL_01350","AIHAAB_00200","APIDPD_00835","HCLMIK_01340","DNBOAP_00200","DLCMNL_01340","GCGJFL_00200","AMNIDF_00835","JODKDA_00830","ANPAAP_00830","KCCBHE_01340","AINDPC_00830","NAHIGD_02920","GMPCOK_01735","EFMOJC_02660","KFEJKD_03045","GDPOAI_03740","CGENMI_02920","KLACFF_00200","BOHBDJ_00200","BIKOAE_00835","BAPHAO_00200","EGFPMN_00835","JIDBHP_00835","NKPDPH_00830","PIKJEB_01335","OFFMIL_01345","JHFDLE_00830","AFNEPP_01820","HCFOCN_00830","EPICMG_01350","BLADBF_00835","KKNGOI_01355","LIJDDG_00835","HFKOMI_01335","CENHHB_01340","GDCPBO_01340","HEGNPG_00830","EFDIJO_01125","GEBMJB_01340","NCOCKI_00200","OHAJAL_01330","CIPKDF_00200","DMHAMM_00200","AGFJGC_00200","GGIAGI_03655","AEKFMC_01135","EMEHFM_02015","LGKPKB_00345"
"group_4153","Outer membrane protein","Outer membrane protein","49","49","1","63","549","","","","650","650","650","CKDGNL_01565","AIHAAB_04240","APIDPD_00620","HCLMIK_01555","DNBOAP_04240","DLCMNL_01555","GCGJFL_04240","AMNIDF_00620","JODKDA_00615","ANPAAP_00615","KCCBHE_01555","AINDPC_00615","NAHIGD_02705","GMPCOK_01520","EFMOJC_02445","KFEJKD_00990","GDPOAI_00335","CGENMI_02705","KLACFF_04240","BOHBDJ_04240","BIKOAE_00620","BAPHAO_04240","EGFPMN_00620","JIDBHP_00620","NKPDPH_00615","PIKJEB_03615","OFFMIL_03630","JHFDLE_00615","AFNEPP_03350","HCFOCN_00615","EPICMG_03645","BLADBF_00620","KKNGOI_03645","LIJDDG_00620","HFKOMI_01550","CENHHB_01555","GDCPBO_01555","HEGNPG_00615","EFDIJO_01340","GEBMJB_01555","NCOCKI_04240","OHAJAL_01545","CIPKDF_04240","DMHAMM_04240","AGFJGC_04240","GGIAGI_01830","AEKFMC_02315","EMEHFM_05700","LGKPKB_00560"
"group_4154","Lipoprotein, putative","Lipoprotein, putative","49","49","1","63","486","","","","392","392","392","CKDGNL_01890","AIHAAB_03915","APIDPD_00290","HCLMIK_01880","DNBOAP_03915","DLCMNL_01880","GCGJFL_03915","AMNIDF_00290","JODKDA_00290","ANPAAP_00290","KCCBHE_01880","AINDPC_00290","NAHIGD_02380","GMPCOK_01195","EFMOJC_02120","KFEJKD_00225","GDPOAI_00010","CGENMI_02380","KLACFF_03915","BOHBDJ_03915","BIKOAE_00290","BAPHAO_03915","EGFPMN_00295","JIDBHP_00290","NKPDPH_00290","PIKJEB_03940","OFFMIL_03955","JHFDLE_00290","AFNEPP_03675","HCFOCN_00290","EPICMG_03970","BLADBF_00295","KKNGOI_03970","LIJDDG_00295","HFKOMI_01875","CENHHB_01880","GDCPBO_01880","HEGNPG_00290","EFDIJO_01665","GEBMJB_01880","NCOCKI_03915","OHAJAL_01870","CIPKDF_03915","DMHAMM_03915","AGFJGC_03915","GGIAGI_01505","AEKFMC_02640","EMEHFM_06035","LGKPKB_00885"
"fliE","","flagellar hook-basal body complex protein FliE","49","49","1","63","308","","","","332","335","333","CKDGNL_02800","AIHAAB_02170","APIDPD_02800","HCLMIK_02795","DNBOAP_02170","DLCMNL_02795","GCGJFL_01960","AMNIDF_02795","JODKDA_02620","ANPAAP_03620","KCCBHE_02585","AINDPC_02775","NAHIGD_01450","GMPCOK_00265","EFMOJC_04215","KFEJKD_00545","GDPOAI_02655","CGENMI_01450","KLACFF_02170","BOHBDJ_02170","BIKOAE_02590","BAPHAO_02170","EGFPMN_02805","JIDBHP_02800","NKPDPH_02785","PIKJEB_02155","OFFMIL_01960","JHFDLE_02790","AFNEPP_05805","HCFOCN_02790","EPICMG_01965","BLADBF_02805","KKNGOI_02180","LIJDDG_02805","HFKOMI_02580","CENHHB_02795","GDCPBO_02795","HEGNPG_02790","EFDIJO_02370","GEBMJB_02795","NCOCKI_02170","OHAJAL_02785","CIPKDF_02170","DMHAMM_02170","AGFJGC_02170","GGIAGI_02265","AEKFMC_01590","EMEHFM_00080","LGKPKB_01375"
"tPR","","Tetratricopeptide (TPR) repeat","49","49","1","63","188","","","","587","587","587","CKDGNL_03420","AIHAAB_02790","APIDPD_03420","HCLMIK_03415","DNBOAP_02790","DLCMNL_03415","GCGJFL_03420","AMNIDF_03415","JODKDA_04080","ANPAAP_02995","KCCBHE_04040","AINDPC_03395","NAHIGD_00830","GMPCOK_03485","EFMOJC_05115","KFEJKD_00670","GDPOAI_01075","CGENMI_00830","KLACFF_02790","BOHBDJ_02790","BIKOAE_04045","BAPHAO_02790","EGFPMN_03425","JIDBHP_03420","NKPDPH_03405","PIKJEB_02775","OFFMIL_03415","JHFDLE_03410","AFNEPP_06425","HCFOCN_03410","EPICMG_03430","BLADBF_03425","KKNGOI_02800","LIJDDG_03425","HFKOMI_04035","CENHHB_03415","GDCPBO_03415","HEGNPG_03410","EFDIJO_03200","GEBMJB_03415","NCOCKI_02790","OHAJAL_03405","CIPKDF_02790","DMHAMM_02790","AGFJGC_02790","GGIAGI_02320","AEKFMC_03690","EMEHFM_00905","LGKPKB_02240"
"group_4160","Tetratricopeptide repeat domain protein","Tetratricopeptide repeat domain protein","49","49","1","63","151","","","","1127","1148","1128","CKDGNL_03590","AIHAAB_02960","APIDPD_03590","HCLMIK_03585","DNBOAP_02960","DLCMNL_03585","GCGJFL_03250","AMNIDF_03585","JODKDA_03910","ANPAAP_02825","KCCBHE_03870","AINDPC_03565","NAHIGD_00660","GMPCOK_03315","EFMOJC_05285","KFEJKD_02645","GDPOAI_04755","CGENMI_00660","KLACFF_02960","BOHBDJ_02960","BIKOAE_03875","BAPHAO_02960","EGFPMN_03595","JIDBHP_03590","NKPDPH_03575","PIKJEB_02945","OFFMIL_03245","JHFDLE_03580","AFNEPP_06595","HCFOCN_03580","EPICMG_03260","BLADBF_03595","KKNGOI_02970","LIJDDG_03595","HFKOMI_03865","CENHHB_03585","GDCPBO_03585","HEGNPG_03580","EFDIJO_03370","GEBMJB_03585","NCOCKI_02960","OHAJAL_03575","CIPKDF_02960","DMHAMM_02960","AGFJGC_02960","GGIAGI_01080","AEKFMC_00660","EMEHFM_00230","LGKPKB_02410"
"prmC","","peptide chain release factor N(5)-glutamine methyltransferase","49","49","1","63","213","","","","860","860","860","CKDGNL_03295","AIHAAB_02665","APIDPD_03295","HCLMIK_03290","DNBOAP_02665","DLCMNL_03290","GCGJFL_03545","AMNIDF_03290","JODKDA_04205","ANPAAP_03120","KCCBHE_04165","AINDPC_03270","NAHIGD_00955","GMPCOK_03610","EFMOJC_04990","KFEJKD_02865","GDPOAI_04550","CGENMI_00955","KLACFF_02665","BOHBDJ_02665","BIKOAE_04170","BAPHAO_02665","EGFPMN_03300","JIDBHP_03295","NKPDPH_03280","PIKJEB_02650","OFFMIL_03540","JHFDLE_03285","AFNEPP_06300","HCFOCN_03285","EPICMG_03555","BLADBF_03300","KKNGOI_02675","LIJDDG_03300","HFKOMI_04160","CENHHB_03290","GDCPBO_03290","HEGNPG_03285","EFDIJO_03075","GEBMJB_03290","NCOCKI_02665","OHAJAL_03280","CIPKDF_02665","DMHAMM_02665","AGFJGC_02665","GGIAGI_04945","AEKFMC_05200","EMEHFM_04425","LGKPKB_02115"
"mvk","","mevalonate kinase","49","49","1","63","751","","","","893","893","893","CKDGNL_00805","AIHAAB_00745","APIDPD_01380","HCLMIK_00795","DNBOAP_00745","DLCMNL_00795","GCGJFL_00745","AMNIDF_01380","JODKDA_01375","ANPAAP_01375","KCCBHE_00795","AINDPC_01375","NAHIGD_03465","GMPCOK_02280","EFMOJC_03205","KFEJKD_02405","GDPOAI_04835","CGENMI_03465","KLACFF_00745","BOHBDJ_00745","BIKOAE_01380","BAPHAO_00745","EGFPMN_01380","JIDBHP_01380","NKPDPH_01375","PIKJEB_00790","OFFMIL_00800","JHFDLE_01375","AFNEPP_01275","HCFOCN_01375","EPICMG_00805","BLADBF_01380","KKNGOI_00810","LIJDDG_01380","HFKOMI_00790","CENHHB_00795","GDCPBO_00795","HEGNPG_01375","EFDIJO_00580","GEBMJB_00795","NCOCKI_00745","OHAJAL_00785","CIPKDF_00745","DMHAMM_00745","AGFJGC_00745","GGIAGI_03315","AEKFMC_02100","EMEHFM_01705","LGKPKB_03765"
"lolC","","ABC-type transport system involved in lipoprotein release, permease component LolC","49","49","1","63","97","","","","1250","1250","1250","CKDGNL_03855","AIHAAB_03225","APIDPD_03855","HCLMIK_03850","DNBOAP_03225","DLCMNL_03850","GCGJFL_02985","AMNIDF_03850","JODKDA_03645","ANPAAP_02560","KCCBHE_03605","AINDPC_03830","NAHIGD_00395","GMPCOK_04240","EFMOJC_05925","KFEJKD_04190","GDPOAI_05070","CGENMI_00395","KLACFF_03225","BOHBDJ_03225","BIKOAE_03610","BAPHAO_03225","EGFPMN_03860","JIDBHP_03855","NKPDPH_03840","PIKJEB_03210","OFFMIL_02980","JHFDLE_03845","AFNEPP_06860","HCFOCN_03845","EPICMG_02995","BLADBF_03860","KKNGOI_03235","LIJDDG_03860","HFKOMI_03600","CENHHB_03850","GDCPBO_03850","HEGNPG_03845","EFDIJO_03635","GEBMJB_03850","NCOCKI_03225","OHAJAL_03840","CIPKDF_03225","DMHAMM_03225","AGFJGC_03225","GGIAGI_04245","AEKFMC_00395","EMEHFM_04460","LGKPKB_03170"
"rnfE","","Electron transport complex protein RnfE","49","49","1","63","653","","","","626","626","626","CKDGNL_01300","AIHAAB_00250","APIDPD_00885","HCLMIK_01290","DNBOAP_00250","DLCMNL_01290","GCGJFL_00250","AMNIDF_00885","JODKDA_00880","ANPAAP_00880","KCCBHE_01290","AINDPC_00880","NAHIGD_02970","GMPCOK_01785","EFMOJC_02710","KFEJKD_04320","GDPOAI_04270","CGENMI_02970","KLACFF_00250","BOHBDJ_00250","BIKOAE_00885","BAPHAO_00250","EGFPMN_00885","JIDBHP_00885","NKPDPH_00880","PIKJEB_01285","OFFMIL_01295","JHFDLE_00880","AFNEPP_01770","HCFOCN_00880","EPICMG_01300","BLADBF_00885","KKNGOI_01305","LIJDDG_00885","HFKOMI_01285","CENHHB_01290","GDCPBO_01290","HEGNPG_00880","EFDIJO_01075","GEBMJB_01290","NCOCKI_00250","OHAJAL_01280","CIPKDF_00250","DMHAMM_00250","AGFJGC_00250","GGIAGI_03900","AEKFMC_01085","EMEHFM_03130","LGKPKB_00295"
